Player Id,Name,Retired,Three_Year_Games,Height (inches),Weight (lbs),Three_Year_TD_INT,Three_Year_RUN_PASS,Three_Year_Completion_Percentage,Three_Year_Yards_per_game,Three_Year_Sacks_per_game,Three_Year_TD_per_game,Three_Year_Ints_per_game,Three_Year_Rush_per_game
jasongesser/2505383,"Gesser, Jason",1,0,73,204,0,0,NA,NA,NA,NA,NA,NA
jaybarker/2499535,"Barker, Jay",1,0,75,220,0,0,NA,NA,NA,NA,NA,NA
jaycutler/2495824,"Cutler, Jay",1,37,75,231,1.4594594594594594,0.046875,0.6245901639344262,243.8918918918919,1.3783783783783783,1.4594594594594594,1,11.432432432432432
jayfiedler/2500619,"Fiedler, Jay",1,0,74,225,0,0,NA,NA,NA,NA,NA,NA
jayschroeder/2502859,"Schroeder, Jay",1,25,76,215,1,0.01383150709538351,0.5173333333333333,222.68,1.72,1.08,1.08,3.08
jayvenuto/2527934,"Venuto, Jay",1,0,73,197,0,0,NA,NA,NA,NA,NA,NA
jaywalker/2528101,"Walker, Jay",1,1,75,229,0,0,1,31,0,0,0,0
jeffbaker/2499500,"Baker, Jeff",1,0,75,215,0,0,NA,NA,NA,NA,NA,NA
jeffcarlson/2499990,"Carlson, Jeff",1,7,75,215,0.2222222222222222,0.08962264150943396,0.4298245614035088,90.85714285714286,2,0.2857142857142857,1.2857142857142858,8.142857142857142
jeffchristensen/2511457,"Christensen, Jeff",1,1,75,202,0,-2,NA,0,0,0,0,-2
jefffrancis/2500696,"Francis, Jeff",1,1,76,215,0,0,1,26,0,0,0,0
jeffgarcia/2500758,"Garcia, Jeff",1,45,73,205,2.242424242424242,0.08677606177606177,0.6222222222222222,230.22222222222223,1.4444444444444444,1.6444444444444444,0.7333333333333333,19.977777777777778
jeffgeorge/2500788,"George, Jeff",1,39,76,214,0.825,0.0091103202846975085,0.5688888888888889,180.12820512820514,3.076923076923077,0.8461538461538461,1.0256410256410255,1.641025641025641
jeffkelly/2505197,"Kelly, Jeff",1,0,73,212,0,0,NA,NA,NA,NA,NA,NA
jeffkemp/2501589,"Kemp, Jeff",1,5,72,201,1,0.04375,0.45161290322580644,32,0.8,0.2,0.2,1.4
jeffknapple/2518630,"Knapple, Jeff",1,2,74,200,0,0,0.25,7.5,0,0,0,0
jeffkomlo/2518712,"Komlo, Jeff",1,23,74,200,0.4444444444444444,0.04306969459671104,0.4988344988344988,111.04347826086956,1.9565217391304348,0.5217391304347826,1.173913043478261,4.782608695652174
jefflewis/2501745,"Lewis, Jeff",1,5,74,211,0,0.5189873417721519,0.5263157894736842,15.8,0.4,0,0.2,8.2
jeffquinn/2523656,"Quinn, Jeff",1,0,75,205,0,0,NA,NA,NA,NA,NA,NA
jeffvanraaphorst/2527883,"Van Raaphorst, Jeff",1,2,73,210,0.5,0.034482758620689655,0.5294117647058824,87,1.5,0.5,1,3
jerrygolsteyn/2515026,"Golsteyn, Jerry",1,15,76,207,0.18181818181818182,-0.012915129151291513,0.37815126050420167,36.13333333333333,1.6,0.13333333333333333,0.7333333333333333,-0.4666666666666667
jerryrhome/2524041,"Rhome, Jerry",1,25,72,190,0.3333333333333333,0.030120481927710843,0.47651006711409394,33.2,0.4,0.12,0.36,1
jerrytagge/2526982,"Tagge, Jerry",1,18,74,220,0.17647058823529413,0.0739102969046115,0.48398576512455516,87.94444444444444,0.9444444444444444,0.16666666666666666,0.9444444444444444,6.5
jessepalmer/2504732,"Palmer, Jesse",1,8,74,219,0.75,0.03558718861209965,0.525,70.25,2,0.375,0.5,2.5
jimballard/2499514,"Ballard, Jim",1,0,75,223,0,0,NA,NA,NA,NA,NA,NA
jimbobtaylor/2527093,"Taylor, Jim Bob",1,8,74,205,0,0,0.5,2.5,0,0,0.125,0
jimdelgaizo/2512747,"Del Gaizo, Jim",1,14,73,198,0.375,0.028225806451612902,0.42168674698795183,35.42857142857143,0.5,0.21428571428571427,0.5714285714285714,1
jimeverett/2500577,"Everett, Jim",1,33,77,212,1.2564102564102564,0.033068407607152996,0.562111801242236,213.5151515151515,1.606060606060606,1.4848484848484849,1.1818181818181819,7.0606060606060606
jimfassel/2513863,"Fassel, Jim",1,0,73,210,0,0,NA,NA,NA,NA,NA,NA
jimharbaugh/2501019,"Harbaugh, Jim",1,28,75,215,0.45454545454545453,0.22528089887640448,0.5804195804195804,63.57142857142857,1,0.17857142857142858,0.39285714285714285,14.321428571428571
jimhart/2516025,"Hart, Jim",1,29,73,215,0.7222222222222222,0.00850520944078248,0.46075581395348836,162.17241379310346,1.5517241379310345,0.896551724137931,1.2413793103448276,1.3793103448275863
jimkelly/2501579,"Kelly, Jim",1,44,75,226,1.2444444444444445,0.04973902364138778,0.5951147298297558,222.0681818181818,2.272727272727273,1.2727272727272727,1.0227272727272727,11.045454545454545
jimmygaroppolo/2543801,"Garoppolo, Jimmy",0,17,74,225,5,0.014492753623188406,0.6702127659574468,40.588235294117645,0.47058823529411764,0.29411764705882354,0,0.5882352941176471
jimward/2528222,"Ward, Jim",1,2,74,196,0,0,1,2,0,0,0,0
jimzorn/2529688,"Zorn, Jim",1,40,74,200,0.6515151515151515,0.08977589179153958,0.4942630185348632,188.525,2,1.075,1.65,16.925
joebarnes/2509020,"Barnes, Joe",1,3,71,205,0,0.6551724137931034,0.2222222222222222,9.666666666666666,1,0,0.3333333333333333,6.333333333333333
joecallahan/2556492,"Callahan, Joe",0,0,73,216,0,0,NA,NA,NA,NA,NA,NA
joeferguson/2513953,"Ferguson, Joe",1,42,73,195,1.0512820512820513,0.06864526549565919,0.5034867503486751,117.92857142857143,1.7142857142857142,0.9761904761904762,0.9285714285714286,8.095238095238095
joeflacco/382,"Flacco, Joe",1,48,78,245,1.7647058823529411,0.0313541054281795,0.6200564971751412,212.625,2.25,1.25,0.7083333333333334,6.666666666666667
joegermaine/2500795,"Germaine, Joe",1,3,74,220,0.5,0,0.5625,45.333333333333336,1,0.3333333333333333,0.6666666666666666,0
joegilliam/2514891,"Gilliam, Joe",1,15,74,187,0.4166666666666667,0.03295019157088123,0.3948497854077253,87,0.6,0.3333333333333333,0.8,2.8666666666666667
joehamilton/2504199,"Hamilton, Joe",1,1,70,190,0,-2,NA,0,1,0,0,-2
joekapp/2518137,"Kapp, Joe",1,11,74,215,0.17647058823529413,0.06431159420289854,0.4474885844748858,100.36363636363636,2.4545454545454546,0.2727272727272727,1.5454545454545454,6.454545454545454
joenamath/2521943,"Namath, Joe",1,22,74,200,0.7435897435897436,0.0013009540329575022,0.498220640569395,209.63636363636363,0.7727272727272727,1.3181818181818181,1.7727272727272727,0.2727272727272727
joepisarcik/2523269,"Pisarcik, Joe",1,32,76,220,0.4186046511627907,0.03292284493591355,0.44461538461538463,124.34375,2.40625,0.5625,1.34375,4.09375
joereed/2523867,"Reed, Joe",1,20,73,195,0.3076923076923077,0.23646408839779007,0.425531914893617,45.25,0.85,0.2,0.65,10.7
joetheismann/2527196,"Theismann, Joe",1,37,72,192,0.7692307692307693,0.11198120595144871,0.5,34.513513513513516,0.7027027027027027,0.2702702702702703,0.35135135135135137,3.864864864864865
joewebb/1037347,"Webb, Joe",1,17,76,235,0.6,0.32004689331770225,0.5789473684210527,50.1764705882353,0.6470588235294118,0.17647058823529413,0.29411764705882354,16.058823529411764
joeyharrington/2505011,"Harrington, Joey",1,46,76,210,0.96,0.032234521347767914,0.5421195652173914,178.7173913043478,1.1521739130434783,1.0434782608695652,1.0869565217391304,5.760869565217392
johnbeck/2507171,"Beck, John",1,5,74,217,0.3333333333333333,0.02146690518783542,0.5607476635514018,111.8,2,0.2,0.6,2.4
johnelway/2500547,"Elway, John",1,42,75,215,0.9038461538461539,0.07801766437684005,0.5337620578778135,194.0952380952381,2.142857142857143,1.119047619047619,1.2380952380952381,15.142857142857142
johnfourcade/2514290,"Fourcade, John",1,17,73,208,1.5714285714285714,0.14734774066797643,0.5532994923857868,89.82352941176471,1.1176470588235294,0.6470588235294118,0.4117647058823529,13.235294117647058
johnhadl/2515554,"Hadl, John",1,38,73,214,0.8548387096774194,0.038824333561175664,0.5246212121212122,192.5,1.8157894736842106,1.394736842105263,1.631578947368421,7.473684210526316
johnmccarthy/2520526,"McCarthy, John",1,0,76,212,0,0,NA,NA,NA,NA,NA,NA
johnnavarre/2506020,"Navarre, John",1,2,78,243,0.4,0,0.5,171,2.5,1,2.5,0
johnnyjohnson/2501432,"Johnson, Johnny",1,0,73,202,0,0,NA,NA,NA,NA,NA,NA
johnnymanziel/2543462,"Manziel, Johnny",1,14,72,210,1,0.1546268656716418,0.5697674418604651,119.64285714285714,1.5714285714285714,0.5,0.5,18.5
johnnyunitas/2527792,"Unitas, Johnny",1,34,73,194,0.625,0.008899876390605686,0.5296,118.97058823529412,1.3529411764705883,0.5882352941176471,0.9411764705882353,1.0588235294117647
johnpaci/2502380,"Paci, John",1,0,75,218,0,0,NA,NA,NA,NA,NA,NA
johnpaye/2522896,"Paye, John",1,0,75,205,0,0,NA,NA,NA,NA,NA,NA
johnreaves/2523820,"Reaves, John",1,16,75,210,0.4666666666666667,0.07395898073337477,0.44866920152091255,100.5625,2.75,0.4375,0.9375,7.4375
johnwalsh/2503523,"Walsh, John",1,0,76,215,0,0,NA,NA,NA,NA,NA,NA
johnwalton/2528196,"Walton, John",1,7,74,210,0,0.008,0.41379310344827586,17.857142857142858,0.14285714285714285,0,0.2857142857142857,0.14285714285714285
jonathanquinn/2502570,"Quinn, Jonathan",1,5,78,240,0.6666666666666666,0.1937984496124031,0.53125,77.4,1.8,0.4,0.6,15
jonkitna/2501630,"Kitna, Jon",1,24,74,220,1.1923076923076923,0.026971802206783815,0.5603932584269663,203.91666666666666,1.9166666666666667,1.2916666666666667,1.0833333333333333,5.5
jordanpalmer/2507237,"Palmer, Jordan",1,4,77,230,0,0.06779661016949153,0.6666666666666666,14.75,1,0,0.5,1
joshharris/2534538,"Harris, Josh",1,0,73,238,0,0,NA,NA,NA,NA,NA,NA
joshmccown/2505076,"McCown, Josh",1,24,76,218,0.8888888888888888,0.08066759388038942,0.5658783783783784,149.79166666666666,2.5416666666666665,0.6666666666666666,0.75,12.083333333333334
joshuanesbitt/2530723,"Nesbitt, Joshua",1,0,73,213,0,0,NA,NA,NA,NA,NA,NA
keithnull/238471,"Null, Keith",1,4,76,219,0.3333333333333333,0.01060070671378092,0.6134453781512605,141.5,3.25,0.75,2.25,1.5
kellenclemens/2506895,"Clemens, Kellen",1,14,74,220,0.45454545454545453,0.07588424437299035,0.51953125,111.07142857142857,2.2142857142857144,0.35714285714285715,0.7857142857142857,8.428571428571429
kellenmoore/2532917,"Moore, Kellen",1,0,72,200,0,0,NA,NA,NA,NA,NA,NA
kenanderson/2508498,"Anderson, Ken",1,38,74,212,1.3043478260869565,0.06168260784696467,0.5545335085413929,134.81578947368422,1.7105263157894737,0.7894736842105263,0.6052631578947368,8.31578947368421
kenjohnson/2517690,"Johnson, Ken",1,0,74,205,0,0,NA,NA,NA,NA,NA,NA
kenkarcher/2518144,"Karcher, Ken",1,4,75,205,1.5,0.003968253968253968,0.543859649122807,189,1.25,1.5,1,0.75
keno'brien/2502323,"O'Brien, Ken",1,26,76,210,2.066666666666667,0.016446124763705106,0.597684515195369,203.46153846153845,3.230769230769231,1.1923076923076923,0.5769230769230769,3.3461538461538463
kentnix/2522175,"Nix, Kent",1,21,74,195,0.5625,0.014326647564469915,0.417910447761194,49.857142857142854,0.8095238095238095,0.42857142857142855,0.7619047619047619,0.7142857142857143
kerwinbell/2499604,"Bell, Kerwin",1,0,75,210,0,0,NA,NA,NA,NA,NA,NA
kevindaft/2500269,"Daft, Kevin",1,0,73,207,0,0,NA,NA,NA,NA,NA,NA
keviningram/2517164,"Ingram, Kevin",1,2,72,178,1,2.8,0.5,2.5,0.5,0.5,0,7
kevinkolb/2507169,"Kolb, Kevin",1,12,75,218,0.5714285714285714,-0.0011299435028248588,0.6076923076923076,73.75,0.4166666666666667,0.3333333333333333,0.5833333333333334,-0.08333333333333333
kevino'connell/371,"O'Connell, Kevin",1,2,77,225,0,-0.2608695652173913,0.6666666666666666,11.5,0.5,0,0,-3
kevinthompson/2504035,"Thompson, Kevin",1,1,77,236,0,0,1,8,0,0,0,0
kimhammond/2515715,"Hammond, Kim",1,0,73,190,0,0,NA,NA,NA,NA,NA,NA
kirkcousins/2532820,"Cousins, Kirk",1,14,75,210,0.9473684210526315,0.018481848184818482,0.5896805896805897,216.42857142857142,1.1428571428571428,1.2857142857142858,1.3571428571428572,4
kirkfarmer/2505406,"Farmer, Kirk",1,0,77,218,0,0,NA,NA,NA,NA,NA,NA
kliffkingsbury/2505539,"Kingsbury, Kliff",1,1,75,220,0,0,0.5,17,0,0,0,0
koydetmer/2500378,"Detmer, Koy",1,25,73,195,1,0.02181208053691275,0.5071090047393365,47.68,0.2,0.32,0.32,1.04
kurtkittner/2505140,"Kittner, Kurt",1,7,74,211,0.3333333333333333,0.03324808184143223,0.38596491228070173,55.857142857142854,0.7142857142857143,0.2857142857142857,0.8571428571428571,1.8571428571428572
kurtwarner/2503540,"Warner, Kurt",1,28,74,214,2,0.013936836721646848,0.6581096849474912,279.32142857142856,1.75,2.2142857142857144,1.1071428571428572,3.892857142857143
kylemackey/2519921,"Mackey, Kyle",1,0,75,220,0,0,NA,NA,NA,NA,NA,NA
kyleorton/2506444,"Orton, Kyle",1,18,76,228,0.8,0.018321261184490838,0.5200892857142857,130.38888888888889,1.7777777777777777,0.6666666666666666,0.8333333333333334,2.388888888888889
landryjones/2539287,"Jones, Landry",1,7,76,225,0.75,-0.009746588693957114,0.5818181818181818,73.28571428571429,0.2857142857142857,0.42857142857142855,0.5714285714285714,-0.7142857142857143
langcampbell/2506286,"Campbell, Lang",1,0,73,199,0,0,NA,NA,NA,NA,NA,NA
larrycipa/2511498,"Cipa, Larry",1,8,75,209,0.3333333333333333,0.08726415094339622,0.3695652173913043,53,0.875,0.125,0.375,4.625
larryfortner/2514263,"Fortner, Larry",1,0,76,209,0,0,NA,NA,NA,NA,NA,NA
larrylawrence/2519183,"Lawrence, Larry",1,9,73,208,0,0.45569620253164556,0.2903225806451613,8.777777777777779,0.6666666666666666,0,0.4444444444444444,4
leesaltz/2502811,"Saltz, Lee",1,0,73,200,0,0,NA,NA,NA,NA,NA,NA
lendawson/2512662,"Dawson, Len",1,39,72,190,1.1428571428571428,0.02231686541737649,0.5610640870616687,150.51282051282053,2.128205128205128,1.0256410256410255,0.8974358974358975,3.358974358974359
leohart/2516029,"Hart, Leo",1,3,75,203,0,0.3584905660377358,0.375,17.666666666666668,1.3333333333333333,0,1,6.333333333333333
loganthomas/2543767,"Thomas, Logan",0,2,78,250,1,0,0.1111111111111111,40.5,1,0.5,0,0
lukemccown/2506053,"McCown, Luke",1,5,76,217,0.5714285714285714,0.04111842105263158,0.4897959183673469,121.6,2.4,0.8,1.4,5
lynndickey/2512900,"Dickey, Lynn",1,18,75,214,0.375,0.008028545941123996,0.535031847133758,62.27777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.5
marcusmariota/2552466,"Mariota, Marcus",0,27,76,222,2.3684210526315788,0.09625240230621397,0.6163215590742996,231.25925925925927,2.259259259259259,1.6666666666666667,0.7037037037037037,22.25925925925926
markhartsell/2501071,"Hartsell, Mark",1,1,76,225,0,0,0,0,0,0,0,0
markmalone/2520038,"Malone, Mark",1,9,76,223,0.6,0.12296564195298372,0.5113636363636364,61.44444444444444,1.1111111111111112,0.3333333333333333,0.5555555555555556,7.555555555555555
markmanges/2520057,"Manges, Mark",1,1,74,210,0,0,NA,0,0,0,0,0
markreed/2523870,"Reed, Mark",1,1,75,201,0,0.7941176470588235,0.6,34,0,0,1,27
markvlasic/2503477,"Vlasic, Mark",1,3,75,206,0.3333333333333333,0,0.4827586206896552,92.66666666666667,1.3333333333333333,0.3333333333333333,1,0
mattcassel/2506562,"Cassel, Matt",1,14,76,228,1,0.11067193675889328,0.5641025641025641,18.071428571428573,0.2857142857142857,0.14285714285714285,0.14285714285714285,2
mattcavanaugh/2500034,"Cavanaugh, Matt",1,29,74,212,1.8,0.10614525139664804,0.6037735849056604,30.862068965517242,0.27586206896551724,0.3103448275862069,0.1724137931034483,3.2758620689655173
mattflynn/367,"Flynn, Matt",1,29,74,225,1,0.05030181086519115,0.5903614457831325,17.137931034482758,0.27586206896551724,0.10344827586206896,0.10344827586206896,0.8620689655172413
matthasselbeck/2501078,"Hasselbeck, Matt",1,45,76,235,1.125,0.06964944649446494,0.54,48.17777777777778,0.8888888888888888,0.2,0.17777777777777778,3.3555555555555556
matthewstafford/79860,"Stafford, Matthew",1,29,75,226,1.6216216216216217,0.025127551020408163,0.5977112676056338,270.3448275862069,2.206896551724138,2.0689655172413794,1.2758620689655173,6.793103448275862
mattkofler/2518686,"Kofler, Matt",1,36,75,192,0.75,0.1444954128440367,0.44155844155844154,24.22222222222222,0.6944444444444444,0.16666666666666666,0.2222222222222222,3.5
mattleinart/2506878,"Leinart, Matt",1,21,77,225,0.8235294117647058,0.027761711972238288,0.5579150579150579,164.66666666666666,1.2857142857142858,0.6666666666666666,0.8095238095238095,4.571428571428571
mattmauck/2505966,"Mauck, Matt",1,2,74,220,0,0.2867647058823529,0.5555555555555556,68,0.5,0,0.5,19.5
mattmcgloin/2542065,"McGloin, Matt",1,10,73,210,1,0.0165016501650165,0.583969465648855,181.8,0.9,1.1,1.1,3
mattmoore/2507282,"Moore, Matt",1,16,75,225,1.5714285714285714,0.0011217049915872126,0.5943775100401606,111.4375,0.9375,0.6875,0.4375,0.125
mattryan/310,"Ryan, Matt",1,46,76,217,1.9411764705882353,0.027333267070867705,0.6078296703296703,218.7173913043478,1.2826086956521738,1.434782608695652,0.7391304347826086,5.978260869565218
mattschaub/2505982,"Schaub, Matt",1,38,78,245,1,0.11907066795740562,0.5217391304347826,27.18421052631579,0.3157894736842105,0.15789473684210525,0.15789473684210525,3.236842105263158
mattsimms/2534889,"Simms, Matt",1,4,75,210,1,0.2,0.48717948717948717,48.75,1,0.25,0.25,9.75
maxhall/497112,"Hall, Max",1,6,73,205,0.16666666666666666,-0.013513513513513514,0.5,61.666666666666664,2.3333333333333335,0.16666666666666666,1,-0.8333333333333334
mikecherry/2500057,"Cherry, Mike",1,2,76,225,0,-5,0,0,0.5,0,0,-2.5
mikeelkins/2500531,"Elkins, Mike",1,1,75,221,0,0,0.5,5,0,0,1,0
mikeernst/2513692,"Ernst, Mike",1,2,73,190,0,0.4,0.25,5,0,0,0,2
mikeford/2514231,"Ford, Mike",1,0,75,220,0,0,NA,NA,NA,NA,NA,NA
mikeglennon/2539275,"Glennon, Mike",1,19,78,225,1.9333333333333333,0.021366459627329193,0.5880452342487884,211.8421052631579,2.9473684210526314,1.5263157894736843,0.7894736842105263,4.526315789473684
mikekafka/497117,"Kafka, Mike",1,4,75,230,0,0,0.6875,26.75,0.25,0,0.5,0
mikekelley/2518271,"Kelley, Mike",1,3,75,195,1,0.05573770491803279,0.5862068965517241,101.66666666666667,0.3333333333333333,0.3333333333333333,0,5.666666666666667
mikekerrigan/2518378,"Kerrigan, Mike",1,2,75,205,0,0.16470588235294117,0.4666666666666667,42.5,0,0,0.5,7
mikekirkland/2518558,"Kirkland, Mike",1,16,73,195,0.125,0.16587677725118483,0.4634146341463415,13.1875,0.6875,0.0625,0.5,2.1875
mikemachurek/2519904,"Machurek, Mike",1,4,73,205,0,0.046632124352331605,0.32558139534883723,48.25,0.25,0,1.5,2.25
mikenorseth/2502307,"Norseth, Mike",1,1,74,200,0,5,NA,0,0,0,0,5
mikenott/2522285,"Nott, Mike",1,1,75,203,0,0,0.4,46,1,0,0,0
mikepagel/2522660,"Pagel, Mike",1,34,74,201,0.75,0.13219220457826356,0.5055401662049861,142.61764705882354,2.3823529411764706,0.7058823529411765,0.9411764705882353,18.852941176470587
mikepawlawski/2502430,"Pawlawski, Mike",1,0,73,205,0,0,NA,NA,NA,NA,NA,NA
mikephipps/2523199,"Phipps, Mike",1,42,75,208,0.6,0.14248704663212436,0.45145631067961167,64.33333333333333,0.7142857142857143,0.35714285714285715,0.5952380952380952,9.166666666666666
mikequinn/2502571,"Quinn, Mike",1,4,76,216,0,-0.3,0.6666666666666666,5,0,0,0,-1.5
mikerae/2523687,"Rae, Mike",1,23,72,193,0.9166666666666666,0.23208722741433022,0.5023474178403756,55.82608695652174,2.347826086956522,0.4782608695652174,0.5217391304347826,12.956521739130435
mikereilly/2507592,"Reilly, Mike",1,0,75,212,0,0,NA,NA,NA,NA,NA,NA
miketaliaferro/2526999,"Taliaferro, Mike",1,16,74,202,0.3333333333333333,0.02865329512893983,0.4563106796116505,65.4375,1.3125,0.3125,0.9375,1.875
miketeel/237678,"Teel, Mike",1,0,75,230,0,0,NA,NA,NA,NA,NA,NA
miketomczak/2503373,"Tomczak, Mike",1,31,73,210,0.35,0.0737913486005089,0.5164179104477612,76.06451612903226,0.41935483870967744,0.22580645161290322,0.6451612903225806,5.612903225806452
mikevick/2504531,"Vick, Mike",1,28,72,210,1.5714285714285714,0.30678123548536923,0.5220820189274448,153.78571428571428,2.25,0.7857142857142857,0.5,47.17857142857143
mikewells/2528512,"Wells, Mike",1,7,77,225,0,0,NA,0,0,0,0,0
natedavis/80634,"Davis, Nate",1,0,73,226,0,0,NA,NA,NA,NA,NA,NA
natesudfeld/2555427,"Sudfeld, Nate",0,0,78,235,0,0,NA,NA,NA,NA,NA,NA
nathanenderle/2495149,"Enderle, Nathan",1,0,76,240,0,0,NA,NA,NA,NA,NA,NA
nealjeffrey/2517462,"Jeffrey, Neal",1,5,73,180,0,0,1,2.2,0,0,0,0
neilgraff/2515140,"Graff, Neil",1,25,75,205,0.6666666666666666,0.008298755186721992,0.5277777777777778,9.64,0.16,0.08,0.12,0.08
neilo'donnell/2502324,"O'Donnell, Neil",1,24,75,228,1.5,0.02048987282147904,0.5692821368948247,176.91666666666666,2.375,1,0.6666666666666666,3.625
nickfoles/2532842,"Foles, Nick",1,28,78,243,2.7058823529411766,0.04901525248037909,0.6159014557670772,241.17857142857142,2.0357142857142856,1.6428571428571428,0.6071428571428571,11.821428571428571
norrisweese/2528452,"Weese, Norris",1,41,73,195,0.5454545454545454,0.21280276816608998,0.5844155844155844,28.195121951219512,0.5609756097560976,0.14634146341463414,0.2682926829268293,6
parnelldickinson/2512906,"Dickinson, Parnell",1,8,74,185,0.2,0.49047619047619045,0.38461538461538464,26.25,1.75,0.125,0.625,12.875
patbarnes/2499545,"Barnes, Pat",1,1,75,215,0,0,NA,0,0,0,0,0
patdevlin/2530762,"Devlin, Pat",1,0,75,220,0,0,NA,NA,NA,NA,NA,NA
pathaden/2515552,"Haden, Pat",1,37,71,182,1.1851851851851851,0.0718055032039201,0.5383580080753702,143.40540540540542,1.6486486486486487,0.8648648648648649,0.7297297297297297,10.297297297297296
pato'hara/2502326,"O'Hara, Pat",1,0,75,205,0,0,NA,NA,NA,NA,NA,NA
patrickramsey/2505223,"Ramsey, Patrick",1,29,74,225,1.1785714285714286,0.0148975791433892,0.55622009569378,185.17241379310346,2.4482758620689653,1.1379310344827587,0.9655172413793104,2.7586206896551726
paulkelly/2518298,"Kelly, Paul",1,0,73,205,0,0,NA,NA,NA,NA,NA,NA
paxtonlynch/2555316,"Lynch, Paxton",0,3,79,244,2,0.05030181086519115,0.5903614457831325,165.66666666666666,3,0.6666666666666666,0.3333333333333333,8.333333333333334
perryklein/2501632,"Klein, Perry",1,2,74,218,0,0,0,0,1,0,0,0
petebeathard/2509249,"Beathard, Pete",1,26,73,200,0.47368421052631576,0.022172949002217297,0.41237113402061853,52.03846153846154,0.34615384615384615,0.34615384615384615,0.7307692307692307,1.1538461538461537
petegonzalez/2500834,"Gonzalez, Pete",1,1,73,216,0,-0.375,1,8,0,0,0,-3
peteliske/2519570,"Liske, Pete",1,36,75,200,0.6451612903225806,0.020995334370139968,0.5025295109612141,107.16666666666667,1.3055555555555556,0.5555555555555556,0.8611111111111112,2.25
peytonmanning/2501863,"Manning, Peyton",1,48,77,230,1.4655172413793103,0.020428094734271995,0.6039309112567004,255.97916666666666,1.1666666666666667,1.7708333333333333,1.2083333333333333,5.229166666666667
philiprivers/2506121,"Rivers, Philip",1,20,77,228,2.3,0.012160633484162896,0.6142857142857143,176.8,1.55,1.15,0.5,2.15
prestonparsons/2504971,"Parsons, Preston",1,0,76,235,0,0,NA,NA,NA,NA,NA,NA
quincycarter/2504658,"Carter, Quincy",1,31,74,217,0.8055555555555556,0.08528857681109779,0.5620842572062085,188.3548387096774,2.193548387096774,0.9354838709677419,1.1612903225806452,16.06451612903226
r.j.archer/2508608,"Archer, R.J.",1,0,74,220,0,0,NA,NA,NA,NA,NA,NA
randydean/2512687,"Dean, Randy",1,23,75,195,0.2,0.5376344086021505,0.46153846153846156,12.130434782608695,0.21739130434782608,0.043478260869565216,0.21739130434782608,6.521739130434782
randyfasani/2505123,"Fasani, Randy",1,4,75,234,0,0.5555555555555556,0.3409090909090909,42.75,1.75,0,1,23.75
randyjohnson/2517740,"Johnson, Randy",1,13,75,205,0.5714285714285714,0.06608695652173913,0.558282208588957,88.46153846153847,2.3846153846153846,0.6153846153846154,1.0769230769230769,5.846153846153846
richardbartel/2507299,"Bartel, Richard",1,1,76,230,0,0,0.5714285714285714,150,2,0,1,0
richardtodd/2527483,"Todd, Richard",1,30,74,207,0.5128205128205128,0.04773869346733668,0.48314606741573035,119.4,2.2666666666666666,0.6666666666666666,1.3,5.7
richcampbell/2510991,"Campbell, Rich",1,4,76,224,0,0,0.5,42,0.5,0,1,0
richgannon/2500754,"Gannon, Rich",1,7,75,210,0,0.26851851851851855,0.42857142857142855,15.428571428571429,0.42857142857142855,0,0.14285714285714285,4.142857142857143
rickarrington/2508672,"Arrington, Rick",1,16,74,200,0.375,0.06297502714440825,0.484375,57.5625,1.125,0.1875,0.5,3.625
rickneuheisel/2522074,"Neuheisel, Rick",1,3,73,190,1,0.11171662125340599,0.6779661016949152,122.33333333333333,3.3333333333333335,0.3333333333333333,0.3333333333333333,13.666666666666666
ricknorton/2522275,"Norton, Rick",1,1,74,200,1,0,0.6,64,2,1,0,0
rickyray/2504760,"Ray, Ricky",1,0,75,208,0,0,NA,NA,NA,NA,NA,NA
robertgriffiniii/2533033,"Griffin III, Robert",1,37,74,218,1.7391304347826086,0.18278374706681488,0.638758231420508,218.83783783783784,2.72972972972973,1.0810810810810811,0.6216216216216216,40
robjohnson/2501452,"Johnson, Rob",1,8,76,212,0.6666666666666666,0.13858695652173914,0.7142857142857143,46,0.875,0.25,0.375,6.375
rodneypeete/2502436,"Peete, Rodney",1,27,72,230,0.8846153846153846,0.1327212020033389,0.546969696969697,177.4814814814815,2.4074074074074074,0.8518518518518519,0.9629629629629629,23.555555555555557
rohandavey/2505108,"Davey, Rohan",1,7,74,245,0,-0.056818181818181816,0.42105263157894735,12.571428571428571,0,0,0,-0.7142857142857143
romangabriel/2514517,"Gabriel, Roman",1,39,77,220,1.2941176470588236,0.023876404494382022,0.5108910891089109,164.30769230769232,1.2820512820512822,1.1282051282051282,0.8717948717948718,3.923076923076923
ronjaworski/2517443,"Jaworski, Ron",1,24,74,196,0.125,0.11404728789986092,0.43548387096774194,29.958333333333332,0.7083333333333334,0.041666666666666664,0.3333333333333333,3.4166666666666665
rudycarpenter/81280,"Carpenter, Rudy",1,1,74,215,0,0,NA,0,0,0,0,0
russellwilson/2532975,"Wilson, Russell",1,48,71,215,2.769230769230769,0.18864321608040202,0.634185303514377,207.29166666666666,2.4791666666666665,1.5,0.5416666666666666,39.104166666666664
russjensen/2517516,"Jensen, Russ",1,0,74,215,0,0,NA,NA,NA,NA,NA,NA
